customer_id,account_id,account_type,summary_period_start,summary_period_end,txn_count_total,txn_count_debit,txn_count_credit,txn_count_fee,amt_total_debit,amt_total_credit,amt_total_fees,amt_avg_debit,amt_avg_credit,amt_max_single_debit,amt_max_single_credit,distinct_merchants,top_merchant_category,pct_atm,pct_pos,pct_web,pct_mobile,days_since_last_txn,load_ts
288,729,LOAN,2025-06-29,2026-06-29,34,12.0,21.0,1.0,1230.07,2775.27,43.58,102.50583333333333,132.15571428571428,226.48,280.32,12,RESTAURANT,32.35,17.65,26.47,17.65,8,2026-06-29 19:55:28.785547+00:00
292,739,CHECKING,2025-06-29,2026-06-29,57,36.0,15.0,6.0,14955.93,12177.95,161.13,415.4425,811.8633333333333,9561.75,10967.77,30,ENTERTAINMENT,15.79,24.56,21.05,19.3,13,2026-06-29 19:55:28.785547+00:00
295,750,SAVINGS,2025-06-29,2026-06-29,22,13.0,7.0,2.0,2022.43,833.05,47.73,155.57153846153847,119.00714285714285,370.27,209.12,12,HEALTHCARE,4.55,27.27,27.27,22.73,17,2026-06-29 19:55:28.785547+00:00
296,756,CREDIT,2025-06-29,2026-06-29,69,22.0,40.0,7.0,3053.74,4864.15,175.61,138.80636363636364,121.60375,335.96,404.75,19,GROCERY,18.84,26.09,24.64,10.14,3,2026-06-29 19:55:28.785547+00:00
301,767,SAVINGS,2025-06-29,2026-06-29,33,23.0,9.0,1.0,2643.46,7285.84,12.07,114.93304347826087,809.5377777777778,353.07,6407.65,19,TRAVEL,24.24,24.24,27.27,15.15,5,2026-06-29 19:55:28.785547+00:00
301,768,CHECKING,2025-06-29,2026-06-29,31,15.0,13.0,3.0,1459.54,1219.61,82.43,97.30266666666667,93.81615384615385,184.8,222.99,15,GAS_STATION,25.81,32.26,19.35,12.9,39,2026-06-29 19:55:28.785547+00:00
302,770,SAVINGS,2025-06-29,2026-06-29,56,30.0,23.0,3.0,4282.86,2797.49,72.41,142.762,121.63,637.78,366.57,25,ENTERTAINMENT,17.86,25.0,28.57,12.5,16,2026-06-29 19:55:28.785547+00:00
303,771,SAVINGS,2025-06-29,2026-06-29,27,19.0,8.0,0.0,2313.66,11897.8,0.0,121.77157894736843,1487.225,212.78,11040.64,15,GROCERY,11.11,29.63,18.52,22.22,7,2026-06-29 19:55:28.785547+00:00
308,780,LOAN,2025-06-29,2026-06-29,69,23.0,44.0,2.0,2884.86,11237.45,47.25,125.42869565217391,255.39659090909092,359.4,6010.54,21,TRAVEL,13.04,36.23,20.29,13.04,10,2026-06-29 19:55:28.785547+00:00
316,801,CREDIT,2025-06-29,2026-06-29,58,17.0,32.0,9.0,2073.46,11957.83,255.48,121.96823529411765,373.6821875,364.22,7823.98,15,RESTAURANT,29.31,36.21,15.52,12.07,3,2026-06-29 19:55:28.785547+00:00
317,805,SAVINGS,2025-06-29,2026-06-29,42,29.0,8.0,5.0,17890.22,1068.0,162.44,616.9041379310345,133.5,8901.23,267.65,24,EDUCATION,21.43,40.48,11.9,16.67,0,2026-06-29 19:55:28.785547+00:00
320,814,SAVINGS,2025-06-29,2026-06-29,44,29.0,13.0,2.0,10810.55,2351.49,69.6,372.77758620689656,180.88384615384615,7199.41,361.69,26,ENTERTAINMENT,20.45,22.73,27.27,22.73,13,2026-06-29 19:55:28.785547+00:00
323,820,CHECKING,2025-06-29,2026-06-29,40,23.0,13.0,4.0,10701.99,11746.45,148.52,465.30391304347825,903.5730769230769,7724.2,10543.7,22,GAS_STATION,15.0,42.5,15.0,17.5,22,2026-06-29 19:55:28.785547+00:00
335,842,CHECKING,2025-06-29,2026-06-29,17,9.0,8.0,0.0,9066.92,7189.01,0.0,1007.4355555555555,898.62625,7941.72,6488.99,9,HEALTHCARE,23.53,29.41,29.41,5.88,43,2026-06-29 19:55:28.785547+00:00
339,850,LOAN,2025-06-29,2026-06-29,26,6.0,17.0,3.0,5693.72,2116.69,86.9,948.9533333333334,124.51117647058824,5145.56,357.61,6,RESTAURANT,11.54,30.77,7.69,23.08,0,2026-06-29 19:55:28.785547+00:00
342,857,SAVINGS,2025-06-29,2026-06-29,32,20.0,12.0,0.0,13384.03,1467.01,0.0,669.2015,122.25083333333333,10406.82,256.91,18,HEALTHCARE,21.88,28.13,21.88,15.63,13,2026-06-29 19:55:28.785547+00:00
345,863,CHECKING,2025-06-29,2026-06-29,34,24.0,7.0,3.0,41658.14,738.07,89.01,1735.7558333333334,105.43857142857142,11978.75,222.42,22,RESTAURANT,20.59,26.47,29.41,14.71,1,2026-06-29 19:55:28.785547+00:00
346,865,CHECKING,2025-06-29,2026-06-29,33,20.0,10.0,3.0,2651.76,990.24,73.49,132.588,99.024,338.64,358.45,19,GROCERY,12.12,42.42,15.15,15.15,15,2026-06-29 19:55:28.785547+00:00
351,876,CREDIT,2025-06-29,2026-06-29,34,14.0,18.0,2.0,1754.04,1973.48,32.43,125.28857142857143,109.63777777777777,278.19,293.21,10,GROCERY,11.76,32.35,14.71,26.47,8,2026-06-29 19:55:28.785547+00:00
351,877,LOAN,2025-06-29,2026-06-29,59,21.0,31.0,7.0,3132.38,20476.32,205.47,149.16095238095238,660.5264516129032,389.62,9373.62,21,RESTAURANT,15.25,25.42,22.03,15.25,1,2026-06-29 19:55:28.785547+00:00
353,883,CREDIT,2025-06-29,2026-06-29,19,6.0,12.0,1.0,794.91,1810.21,28.57,132.485,150.85083333333333,278.7,287.44,6,GROCERY,15.79,42.11,15.79,10.53,8,2026-06-29 19:55:28.785547+00:00
358,896,SAVINGS,2025-06-29,2026-06-29,43,28.0,11.0,4.0,11977.51,10231.42,98.64,427.7682142857143,930.1290909090909,9130.15,8794.97,25,HEALTHCARE,20.93,25.58,18.6,16.28,5,2026-06-29 19:55:28.785547+00:00
358,897,CREDIT,2025-06-29,2026-06-29,36,9.0,25.0,2.0,774.66,17426.61,50.3,86.07333333333334,697.0644,224.96,7402.85,9,HEALTHCARE,27.78,33.33,11.11,22.22,2,2026-06-29 19:55:28.785547+00:00
361,901,SAVINGS,2025-06-29,2026-06-29,30,16.0,12.0,2.0,1592.8,1799.01,59.8,99.55,149.9175,238.66,357.99,15,RESTAURANT,10.0,33.33,20.0,23.33,1,2026-06-29 19:55:28.785547+00:00
361,903,CREDIT,2025-06-29,2026-06-29,22,13.0,9.0,0.0,13062.75,915.5,0.0,1004.8269230769231,101.72222222222223,11860.82,175.65,11,EDUCATION,22.73,13.64,13.64,31.82,1,2026-06-29 19:55:28.785547+00:00
