customer_id,segment_name,segment_id,subsegment_id,lifetime_value_score,engagement_score,digital_adoption_score,product_breadth_index,tenure_group,age_group,balance_tier,channel_preference,cross_sell_flag,upsell_flag,retention_risk_flag,model_version,effective_date,load_ts
618,VALUE_BASIC,4,0,615.67,100.0,0.0,25.0,DEVELOPING (1-3yr),BOOMER,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
621,ENGAGED_MAINSTREAM,2,0,9741.15,100.0,0.0,100.0,ESTABLISHED (3-7yr),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
627,ENGAGED_MAINSTREAM,2,0,12711.97,100.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
635,ENGAGED_MAINSTREAM,2,0,7674.35,100.0,0.0,50.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
637,PREMIUM_WEALTH,1,0,13084.9,100.0,0.0,75.0,LOYAL (7yr+),GEN_Z,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
671,PREMIUM_WEALTH,1,0,8228.51,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
678,ENGAGED_MAINSTREAM,2,0,9492.9,100.0,0.0,75.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
681,GROWING_DIGITAL,3,0,4321.52,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
682,GROWING_DIGITAL,3,0,8216.5,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
688,ENGAGED_MAINSTREAM,2,0,8295.59,100.0,0.0,75.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
690,PREMIUM_WEALTH,1,0,2267.42,66.67,0.0,75.0,DEVELOPING (1-3yr),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
697,PREMIUM_WEALTH,1,0,6373.28,100.0,0.0,100.0,ESTABLISHED (3-7yr),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
701,ENGAGED_MAINSTREAM,2,0,15227.8,75.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
734,CREDIT_DEPENDENT,0,0,4292.88,50.0,0.0,50.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
739,CREDIT_DEPENDENT,0,0,747.11,50.0,0.0,50.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
787,CREDIT_DEPENDENT,0,0,2476.88,0.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
825,CREDIT_DEPENDENT,0,0,3276.5,0.0,0.0,25.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
828,CREDIT_DEPENDENT,0,0,2516.78,0.0,0.0,25.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,N,N,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
830,ENGAGED_MAINSTREAM,2,0,5049.08,100.0,0.0,100.0,ESTABLISHED (3-7yr),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
834,VALUE_BASIC,4,0,1014.7,100.0,0.0,25.0,ESTABLISHED (3-7yr),BOOMER,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
853,GROWING_DIGITAL,3,0,828.71,100.0,0.0,25.0,DEVELOPING (1-3yr),GEN_Z,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
865,PREMIUM_WEALTH,1,0,6406.76,75.0,0.0,100.0,ESTABLISHED (3-7yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
868,GROWING_DIGITAL,3,0,9106.53,100.0,0.0,50.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
879,VALUE_BASIC,4,0,1428.09,100.0,0.0,25.0,ESTABLISHED (3-7yr),GEN_X,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
886,PREMIUM_WEALTH,1,0,11055.91,66.67,0.0,75.0,LOYAL (7yr+),GEN_Z,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
894,ENGAGED_MAINSTREAM,2,0,7872.68,66.67,0.0,75.0,LOYAL (7yr+),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
919,ENGAGED_MAINSTREAM,2,0,12580.47,100.0,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
926,PREMIUM_WEALTH,1,0,13502.51,66.67,0.0,75.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
934,GROWING_DIGITAL,3,0,8410.87,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
935,CREDIT_DEPENDENT,0,0,426.8,50.0,0.0,50.0,NEW (<1yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
937,ENGAGED_MAINSTREAM,2,0,13341.24,100.0,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
940,GROWING_DIGITAL,3,0,4356.45,100.0,0.0,25.0,LOYAL (7yr+),SILENT,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
953,CREDIT_DEPENDENT,0,0,5473.68,50.0,0.0,50.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
961,GROWING_DIGITAL,3,0,2930.63,100.0,0.0,25.0,LOYAL (7yr+),GEN_X,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
970,PREMIUM_WEALTH,1,0,8387.43,100.0,0.0,75.0,LOYAL (7yr+),GEN_Z,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
978,PREMIUM_WEALTH,1,0,13357.7,100.0,0.0,100.0,LOYAL (7yr+),GEN_Z,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
982,GROWING_DIGITAL,3,0,2451.25,100.0,0.0,75.0,DEVELOPING (1-3yr),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
994,PREMIUM_WEALTH,1,0,2605.24,100.0,0.0,100.0,DEVELOPING (1-3yr),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
998,GROWING_DIGITAL,3,0,8148.51,100.0,0.0,50.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1017,ENGAGED_MAINSTREAM,2,0,6358.01,100.0,0.0,50.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1020,GROWING_DIGITAL,3,0,7598.02,100.0,0.0,50.0,LOYAL (7yr+),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1034,GROWING_DIGITAL,3,0,3140.42,100.0,0.0,50.0,ESTABLISHED (3-7yr),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1037,GROWING_DIGITAL,3,0,1748.58,100.0,0.0,25.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1040,CREDIT_DEPENDENT,0,0,1761.97,50.0,0.0,50.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1046,GROWING_DIGITAL,3,0,2288.65,100.0,0.0,50.0,ESTABLISHED (3-7yr),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1054,PREMIUM_WEALTH,1,0,15103.16,100.0,0.0,100.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1079,GROWING_DIGITAL,3,0,9648.05,100.0,0.0,50.0,LOYAL (7yr+),MILLENNIAL,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1090,PREMIUM_WEALTH,1,0,882.41,100.0,0.0,75.0,NEW (<1yr),GEN_Z,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1112,ENGAGED_MAINSTREAM,2,0,3482.81,100.0,0.0,50.0,ESTABLISHED (3-7yr),SILENT,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1128,ENGAGED_MAINSTREAM,2,0,7350.97,100.0,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1136,PREMIUM_WEALTH,1,0,1422.94,100.0,0.0,100.0,DEVELOPING (1-3yr),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1163,VALUE_BASIC,4,0,1690.63,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1169,GROWING_DIGITAL,3,0,3604.01,100.0,0.0,25.0,LOYAL (7yr+),GEN_X,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1185,GROWING_DIGITAL,3,0,583.58,100.0,0.0,25.0,DEVELOPING (1-3yr),SILENT,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1192,GROWING_DIGITAL,3,0,1077.31,100.0,0.0,50.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1193,PREMIUM_WEALTH,1,0,11315.81,100.0,0.0,75.0,LOYAL (7yr+),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1194,PREMIUM_WEALTH,1,0,13975.83,100.0,0.0,75.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1200,ENGAGED_MAINSTREAM,2,0,1521.8,75.0,0.0,100.0,DEVELOPING (1-3yr),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1203,ENGAGED_MAINSTREAM,2,0,12499.33,100.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1216,GROWING_DIGITAL,3,0,646.18,100.0,0.0,25.0,DEVELOPING (1-3yr),GEN_X,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1232,ENGAGED_MAINSTREAM,2,0,11260.15,66.67,0.0,75.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1235,CREDIT_DEPENDENT,0,0,9272.5,50.0,0.0,50.0,LOYAL (7yr+),GEN_X,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1253,PREMIUM_WEALTH,1,0,14052.19,66.67,0.0,75.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1261,PREMIUM_WEALTH,1,0,7945.98,100.0,0.0,100.0,ESTABLISHED (3-7yr),GEN_X,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1263,VALUE_BASIC,4,0,2927.84,100.0,0.0,25.0,LOYAL (7yr+),MILLENNIAL,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1264,CREDIT_DEPENDENT,0,0,2016.47,0.0,0.0,25.0,LOYAL (7yr+),GEN_X,LOW,,N,N,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1269,ENGAGED_MAINSTREAM,2,0,10611.98,75.0,0.0,100.0,LOYAL (7yr+),BOOMER,HIGH_NET_WORTH,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1280,ENGAGED_MAINSTREAM,2,0,11096.08,100.0,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1286,GROWING_DIGITAL,3,0,4523.59,100.0,0.0,25.0,LOYAL (7yr+),SILENT,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1307,VALUE_BASIC,4,0,502.69,100.0,0.0,25.0,DEVELOPING (1-3yr),MILLENNIAL,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1316,CREDIT_DEPENDENT,0,0,10025.77,33.33,0.0,75.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,Y,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1321,PREMIUM_WEALTH,1,0,13961.41,100.0,0.0,75.0,LOYAL (7yr+),GEN_Z,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1324,VALUE_BASIC,4,0,3256.5,100.0,0.0,25.0,LOYAL (7yr+),BOOMER,MODERATE,,Y,Y,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1341,GROWING_DIGITAL,3,0,987.57,100.0,0.0,25.0,DEVELOPING (1-3yr),GEN_X,AFFLUENT,,Y,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1347,ENGAGED_MAINSTREAM,2,0,6036.48,100.0,0.0,50.0,LOYAL (7yr+),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
1354,ENGAGED_MAINSTREAM,2,0,3490.78,100.0,0.0,75.0,ESTABLISHED (3-7yr),BOOMER,AFFLUENT,,N,N,N,SEG_V3.2,2026-06-29,2026-06-29 19:54:01.126532
